feature_rank,gene_name_norm,gene_name,gene_id,train_prevalence,mean_log2_tpm_train,variance_log2_tpm_train
1266,MDFI,MDFI,ENSG00000112559,1.0,4.501355913119799,1.5738744774979596
1267,CCBE1,CCBE1,ENSG00000183287,0.9722222222222222,1.6315130191637064,1.571658894341314
1268,KLRG2,KLRG2,ENSG00000188883,0.9416666666666667,1.9439525324476101,1.5714260097555142
1269,CHST3,CHST3,ENSG00000122863,1.0,3.4784469652480894,1.5708484881681728
1270,CCNA2,CCNA2,ENSG00000145386,1.0,3.9297347106682303,1.5699248344739605
1271,PLA1A,PLA1A,ENSG00000144837,1.0,3.260652097098387,1.567143438276334
1272,SEMA3C,SEMA3C,ENSG00000075223,1.0,4.749167294435997,1.5664482626673824
1273,ACKR3,ACKR3,ENSG00000144476,1.0,4.807987402795025,1.5658648383410196
1274,FIBIN,FIBIN,ENSG00000176971,1.0,3.112835071093735,1.5653974586008381
1275,MT1H,MT1H,ENSG00000205358,0.9361111111111111,1.654504742885978,1.5650204376100223
1276,ABCA12,ABCA12,ENSG00000144452,0.9194444444444444,1.9654548528359936,1.5626387492202038
1277,NPR1,NPR1,ENSG00000169418,1.0,3.0090114784850766,1.5622989738270345
1278,FASN,FASN,ENSG00000169710,1.0,6.597173067663897,1.5619301583234337
1279,SDK1,SDK1,ENSG00000146555,1.0,3.055993187314254,1.5616584583235356
1280,OSM,OSM,ENSG00000099985,1.0,2.8206297905081743,1.560558435511053
1281,CEL,CEL,ENSG00000170835,0.9722222222222222,1.187946562500836,1.560049224517568
1282,SLC39A8,SLC39A8,ENSG00000138821,1.0,5.669659586538823,1.5599850818536176
1283,TRIM54,TRIM54,ENSG00000138100,0.8583333333333333,1.4219681936197,1.5596941352734706
1284,ESPN,ESPN,ENSG00000187017,0.9861111111111112,2.4839843723185644,1.5590701923055552
1285,IGSF9,IGSF9,ENSG00000085552,1.0,3.442200171298949,1.557761175072344
1286,PLAAT5,PLAAT5,ENSG00000168004,0.925,1.2819133026019625,1.557704641142205
1287,THBS1,THBS1,ENSG00000137801,1.0,6.419445727952199,1.5572612159580645
1288,SULT2B1,SULT2B1,ENSG00000088002,0.9888888888888889,2.970564990351477,1.5571930871898652
1289,OLFM1,OLFM1,ENSG00000130558,1.0,2.392442895380723,1.5557708362192932
1290,SMIM6,SMIM6,ENSG00000259120,0.9861111111111112,3.1547997586135295,1.5549902296495604
1291,PLEKHA6,PLEKHA6,ENSG00000143850,1.0,4.006707666658508,1.5546900205790126
1292,GPR35,GPR35,ENSG00000178623,0.9972222222222222,2.058229064529668,1.5543317695423644
1293,SFN,SFN,ENSG00000175793,1.0,8.402878942756958,1.5540828005369933
1294,SLIT3,SLIT3,ENSG00000184347,0.9944444444444445,2.523831712046092,1.5531336396240034
1295,BAIAP3,BAIAP3,ENSG00000007516,1.0,2.9998264749111425,1.5519457305586686
1296,WLS,WLS,ENSG00000116729,1.0,5.625873831682317,1.5512144958446898
1297,CCDC80,CCDC80,ENSG00000091986,1.0,4.699553764104569,1.5503217837871626
1298,KCNQ3,KCNQ3,ENSG00000184156,1.0,2.8350284544885187,1.5493632030812416
1299,SLC40A1,SLC40A1,ENSG00000138449,1.0,6.885361105455719,1.5477282262072956
1300,INHBA,INHBA,ENSG00000122641,1.0,3.9037801872794287,1.5477133421600837
1301,CDC42EP5,CDC42EP5,ENSG00000167617,1.0,4.36199591576499,1.5471351382124578
1302,FZD9,FZD9,ENSG00000188763,0.8666666666666667,1.3343997912829895,1.5454426358875586
1303,SPEF1,SPEF1,ENSG00000101222,0.975,1.7415667291389916,1.545126827446118
1304,STC2,STC2,ENSG00000113739,1.0,2.826000776087975,1.545105174229086
1305,OMD,OMD,ENSG00000127083,0.9888888888888889,2.1821595343922167,1.5448781035054016
1306,C11ORF96,C11orf96,ENSG00000187479,1.0,4.657051695533166,1.5445740696937784
1307,SERTAD4,SERTAD4,ENSG00000082497,0.9972222222222222,3.288714222659337,1.5445208358624367
1308,LRIG3,LRIG3,ENSG00000139263,1.0,4.696166635776521,1.5439538466355271
1309,OMG,OMG,ENSG00000126861,0.9888888888888889,1.5187002242165741,1.5436544664395733
1310,THBD,THBD,ENSG00000178726,1.0,4.872773325280038,1.5434448454583476
1311,LYNX1,LYNX1,ENSG00000180155,0.9972222222222222,2.689163127945189,1.542834705531771
1312,CCL23,CCL23,ENSG00000274736,0.9888888888888889,2.216619832729518,1.5424531051336525
1313,ENKUR,ENKUR,ENSG00000151023,0.9722222222222222,1.522380451363026,1.5424058527765074
1314,MAPK8IP2,MAPK8IP2,ENSG00000008735,1.0,2.146599415780255,1.541934985436216
1315,ANO1,ANO1,ENSG00000131620,1.0,3.334019300270552,1.5414715562823629
1316,HLA-DPB1,HLA-DPB1,ENSG00000223865,1.0,7.435279053757154,1.5412503788824714
1317,LY6E,LY6E,ENSG00000160932,1.0,8.598615240369682,1.5411342766151963
1318,LFNG,LFNG,ENSG00000106003,1.0,5.507217592235354,1.5403156798045905
1319,COL28A1,COL28A1,ENSG00000215018,0.9861111111111112,1.857389765056375,1.540087279849326
1320,COL21A1,COL21A1,ENSG00000124749,0.9916666666666667,2.3248890691118924,1.5394357177817755
1321,LRG1,LRG1,ENSG00000171236,1.0,5.4823881407985535,1.5393111006406675
1322,IL20RA,IL20RA,ENSG00000016402,0.9944444444444445,2.46826523396672,1.5379190592938197
1323,GADD45G,GADD45G,ENSG00000130222,1.0,5.016744641299689,1.5378771089470264
1324,TNFRSF19,TNFRSF19,ENSG00000127863,1.0,4.02099388977965,1.537747974015398
1325,OTULINL,OTULINL,ENSG00000145569,1.0,3.892016666755717,1.5377199256789502
1326,LGI2,LGI2,ENSG00000153012,1.0,2.3575524701476174,1.5365630466625448
1327,EPHB2,EPHB2,ENSG00000133216,1.0,3.075332740208658,1.5354430305794753
1328,PLBD1,PLBD1,ENSG00000121316,1.0,5.286307927594058,1.5353897873824622
1329,ZBED2,ZBED2,ENSG00000177494,0.9972222222222222,2.513043961445359,1.5353332640362733
1330,ATP11A,ATP11A,ENSG00000068650,1.0,5.880292690233578,1.5351102715148421
1331,ADAM8,ADAM8,ENSG00000151651,1.0,5.129675189014293,1.5350925565830429
1332,TACC2,TACC2,ENSG00000138162,1.0,4.115277574898475,1.534312315008499
1333,ERICH2,ERICH2,ENSG00000204334,0.9972222222222222,3.565753384470495,1.533526997869878
1334,PLAAT1,PLAAT1,ENSG00000127252,0.95,1.9990606407324705,1.5332517709387548
1335,SMIM22,SMIM22,ENSG00000267795,1.0,4.185163429442887,1.5326269409228808
1336,COL8A2,COL8A2,ENSG00000171812,1.0,4.0181339884514236,1.5324775459592168
1337,MT-ND5,MT-ND5,ENSG00000198786,1.0,11.74770916264237,1.5321665408350313
1338,LRRC36,LRRC36,ENSG00000159708,0.9888888888888889,1.5334896913620553,1.531798142894752
1339,COL6A3,COL6A3,ENSG00000163359,1.0,6.514831705146405,1.5315273925634831
1340,AEBP1,AEBP1,ENSG00000106624,1.0,7.569116379057427,1.5308496604543873
1341,DCDC2,DCDC2,ENSG00000146038,0.9555555555555556,1.9090383991524211,1.5303881814284095
1342,CCNB1,CCNB1,ENSG00000134057,1.0,5.318378974684749,1.5302059623554518
1343,STRIP2,STRIP2,ENSG00000128578,1.0,2.1505545962295534,1.5294915990106477
1344,PLCB4,PLCB4,ENSG00000101333,1.0,1.9558823260242049,1.5290909290890726
1345,NNMT,NNMT,ENSG00000166741,1.0,7.23264424701888,1.5285451421263447
1346,CHAD,CHAD,ENSG00000136457,0.9805555555555555,1.7749621675855167,1.528088762333825
1347,ITGB2,ITGB2,ENSG00000160255,1.0,6.268651210196516,1.5277989898069517
1348,FBLN2,FBLN2,ENSG00000163520,1.0,5.252744277748088,1.5272760701132726
1349,TNFRSF12A,TNFRSF12A,ENSG00000006327,1.0,6.978588634230079,1.5271218650786496
1350,SCARA3,SCARA3,ENSG00000168077,1.0,3.7928874275097666,1.5262548028620024
1351,TMEM171,TMEM171,ENSG00000157111,0.9638888888888889,1.8212053392622929,1.5255684916917664
1352,LDHD,LDHD,ENSG00000166816,1.0,3.5827404188034517,1.5253059154197812
1353,CEBPA,CEBPA,ENSG00000245848,1.0,3.477336657903616,1.5236265547460424
1354,IQGAP3,IQGAP3,ENSG00000183856,1.0,3.5448592164312753,1.523424952876183
1355,NEIL3,NEIL3,ENSG00000109674,0.9944444444444445,2.0253517383783235,1.523247841466172
1356,IL1A,IL1A,ENSG00000115008,0.9583333333333334,1.4253657779718085,1.5230789820858281
1357,IER3,IER3,ENSG00000137331,1.0,5.904991125878011,1.5216468118180886
1358,DOC2B,DOC2B,ENSG00000272636,0.9972222222222222,2.5517626452157334,1.521619154997247
1359,SOD3,SOD3,ENSG00000109610,1.0,5.663663616241062,1.5215436151272235
1360,FOXA1,FOXA1,ENSG00000129514,1.0,5.431446952823713,1.5186270201626475
1361,NFIX,NFIX,ENSG00000008441,1.0,5.069331342749644,1.5184592719877015
1362,ISM1,ISM1,ENSG00000101230,0.9972222222222222,3.0251470214717537,1.5180980545789322
1363,TAC4,TAC4,ENSG00000176358,0.9666666666666667,1.4111925041041022,1.5169665338394454
1364,METTL27,METTL27,ENSG00000165171,1.0,3.4831656236768507,1.5168806699832664
1365,TMEM158,TMEM158,ENSG00000249992,1.0,2.5042413303075124,1.5167936238352426
1366,ASPH,ASPH,ENSG00000198363,1.0,5.542869520689663,1.516364715100088
1367,ITGA6,ITGA6,ENSG00000091409,1.0,4.840049651221093,1.515757270900098
1368,GLS,GLS,ENSG00000115419,1.0,5.463266701546799,1.5150211342685975
1369,MT-ND1,MT-ND1,ENSG00000198888,1.0,12.881655721829683,1.513840582446977
1370,TNFSF10,TNFSF10,ENSG00000121858,1.0,6.658796045517183,1.5137427825823966
1371,GPAT2,GPAT2,ENSG00000186281,0.9444444444444444,1.3570846308142852,1.5135735361658238
1372,NOS3,NOS3,ENSG00000164867,1.0,2.829684340030783,1.5109487659835046
1373,STK32A,STK32A,ENSG00000169302,0.9805555555555555,3.0260833777386638,1.5108322890312345
1374,CYBRD1,CYBRD1,ENSG00000071967,1.0,6.103274837614831,1.5103614772001048
1375,THPO,THPO,ENSG00000090534,0.9555555555555556,1.3605442223131385,1.5085506992596875
1376,IL22RA1,IL22RA1,ENSG00000142677,0.9694444444444444,1.8832703266005968,1.5081132587793342
1377,RPRM,RPRM,ENSG00000177519,0.8666666666666667,1.4918376779254403,1.5074856752143917
1378,PLAAT3,PLAAT3,ENSG00000176485,1.0,5.572063594049917,1.507197318538865
1379,KRT7,KRT7,ENSG00000135480,1.0,8.347404182381588,1.5068449824357433
1380,MNDA,MNDA,ENSG00000163563,1.0,4.613872652614869,1.5067362618072488
1381,ALKAL1,ALKAL1,ENSG00000196711,0.9388888888888889,1.9464609956464476,1.5052794161861447
1382,SMPD3,SMPD3,ENSG00000103056,1.0,2.238109805893829,1.5037099153859925
1383,CDC45,CDC45,ENSG00000093009,1.0,3.1637093437276342,1.5033213767287863
1384,ALOX5,ALOX5,ENSG00000012779,1.0,5.261181138869326,1.5032181210586044
1385,TCF7L1,TCF7L1,ENSG00000152284,1.0,3.9650677892081174,1.5028956701899943
1386,C1ORF115,C1orf115,ENSG00000162817,1.0,4.448989433095451,1.5023518433405536
1387,EMB,EMB,ENSG00000170571,1.0,5.567654479914907,1.502012911855452
1388,AOX1,AOX1,ENSG00000138356,1.0,2.268548080968326,1.5008555740729184
1389,FAM83D,FAM83D,ENSG00000101447,1.0,3.8727726432914666,1.5007440165247625
1390,CCNB2,CCNB2,ENSG00000157456,1.0,4.130934098248665,1.5005359151122153
1391,GPR171,GPR171,ENSG00000174946,1.0,2.7424242536010257,1.5004951849327286
1392,CYP27A1,CYP27A1,ENSG00000135929,1.0,5.888539606116293,1.500270835202492
1393,RETREG1,RETREG1,ENSG00000154153,1.0,2.851525181301569,1.500089702065334
1394,IRS2,IRS2,ENSG00000185950,1.0,4.194539282937196,1.499758677651103
1395,THEM5,THEM5,ENSG00000196407,1.0,3.8448414298290507,1.4994758980807563
1396,OASL,OASL,ENSG00000135114,1.0,3.362629175989343,1.4991807757421656
1397,HSPB8,HSPB8,ENSG00000152137,1.0,4.369771535527978,1.4991464505375034
1398,GBP1,GBP1,ENSG00000117228,1.0,5.336979165600973,1.4990986367338186
1399,TCEA3,TCEA3,ENSG00000204219,1.0,5.555495468658567,1.4982247394756014
1400,ADAMTS1,ADAMTS1,ENSG00000154734,1.0,3.9294305339588083,1.4962049300354459
1401,NEDD9,NEDD9,ENSG00000111859,1.0,5.197963076334659,1.496093008731488
1402,ISLR,ISLR,ENSG00000129009,1.0,6.181350212884127,1.4951920447817422
1403,FBLN1,FBLN1,ENSG00000077942,1.0,5.9122649118329464,1.4949974480658053
1404,PRR36,PRR36,ENSG00000183248,0.9972222222222222,3.4648503468323457,1.4949326766747322
1405,SLCO2B1,SLCO2B1,ENSG00000137491,1.0,4.522523253201769,1.4946251442444847
1406,LGR6,LGR6,ENSG00000133067,0.9722222222222222,2.0048921853284543,1.4936201924626493
1407,H2BC11,H2BC11,ENSG00000124635,1.0,2.2954671851015713,1.4935979514559778
1408,CDHR2,CDHR2,ENSG00000074276,0.8583333333333333,0.890652336886913,1.49319688976192
1409,H2AC6,H2AC6,ENSG00000180573,1.0,6.3649003485101625,1.4924291638840221
1410,SMIM10L2A,SMIM10L2A,ENSG00000178947,0.9972222222222222,2.461958824081053,1.4907687993557541
1411,ENTPD3,ENTPD3,ENSG00000168032,0.9944444444444445,3.4364805791150688,1.49049700883841
1412,FAM189A2,FAM189A2,ENSG00000135063,0.9861111111111112,2.2380178022319126,1.4904825891421405
1413,SLC6A8,SLC6A8,ENSG00000130821,1.0,4.091959214754007,1.4904307402160417
1414,DIO2,DIO2,ENSG00000211448,0.9944444444444445,2.19473127546433,1.4894402029120652
1415,SLAMF7,SLAMF7,ENSG00000026751,1.0,4.495948955683206,1.4893653786255698
1416,ZNF683,ZNF683,ENSG00000176083,0.9888888888888889,2.1317377098726142,1.4891443339683423
1417,IFITM1,IFITM1,ENSG00000185885,1.0,7.397287758602323,1.4883031408034917
1418,GAS1,GAS1,ENSG00000180447,1.0,2.9412932930199167,1.4879736434607804
1419,PRF1,PRF1,ENSG00000180644,1.0,4.069344162085428,1.487139311433366
1420,MT-ATP6,MT-ATP6,ENSG00000198899,1.0,13.079749881041824,1.4856072905984998
1421,TNFRSF11B,TNFRSF11B,ENSG00000164761,1.0,2.74700211610878,1.485391819878699
1422,ATP2C2,ATP2C2,ENSG00000064270,1.0,3.391837024588212,1.4847661273168717
1423,CD19,CD19,ENSG00000177455,0.9944444444444445,2.1110060681147353,1.4845387194192392
1424,FBLN5,FBLN5,ENSG00000140092,1.0,4.7531855658424185,1.4842649753220543
1425,LRP4,LRP4,ENSG00000134569,1.0,2.253455111328788,1.4829357470328794
1426,S100A16,S100A16,ENSG00000188643,1.0,8.264450758575752,1.4823522173135941
1427,CDK1,CDK1,ENSG00000170312,1.0,4.37867863803809,1.4821874022013528
1428,NDUFA4L2,NDUFA4L2,ENSG00000185633,1.0,4.295429103340322,1.4806727770757946
1429,H2BC5,H2BC5,ENSG00000158373,1.0,5.795508348077442,1.4802761844422148
1430,GBP4,GBP4,ENSG00000162654,1.0,4.640294879644337,1.4796121015765733
1431,RCAN2,RCAN2,ENSG00000172348,1.0,3.918667421302938,1.4794786825687856
1432,ITGA3,ITGA3,ENSG00000005884,1.0,7.156904671932784,1.4781142445934972
1433,NDC80,NDC80,ENSG00000080986,1.0,3.1073270415548673,1.475570096853556
1434,MIOX,MIOX,ENSG00000100253,0.8694444444444445,1.4201513391449672,1.4755378997250408
1435,SRMS,SRMS,ENSG00000125508,0.9833333333333333,1.7905546294798684,1.475414550630448
1436,IL1R2,IL1R2,ENSG00000115590,1.0,2.120275138856352,1.4746181901860536
1437,NECTIN4,NECTIN4,ENSG00000143217,1.0,5.659500452510467,1.4745294740277939
1438,H2BC21,H2BC21,ENSG00000184678,1.0,5.0803668564694,1.4739628186069995
1439,MT-ND4,MT-ND4,ENSG00000198886,1.0,13.78942656360954,1.4734925351410126
1440,CCL7,CCL7,ENSG00000108688,0.9333333333333333,1.7085408325342573,1.4730594687963015
1441,OBSL1,OBSL1,ENSG00000124006,1.0,4.3721310364775166,1.473025561551514
1442,MATN3,MATN3,ENSG00000132031,1.0,2.846305323812702,1.4728696619056532
1443,MMRN1,MMRN1,ENSG00000138722,1.0,2.359366149890766,1.4722393645185685
1444,MECOM,MECOM,ENSG00000085276,1.0,4.313894265149673,1.472229041832483
1445,DNAAF1,DNAAF1,ENSG00000154099,0.9611111111111111,1.3401864064320332,1.4711921359129219
1446,H4C8,H4C8,ENSG00000158406,1.0,3.3076250355862418,1.4696047530635592
1447,S100A5,S100A5,ENSG00000196420,0.9833333333333333,1.5772881202179416,1.4673453712119728
1448,CDCA8,CDCA8,ENSG00000134690,1.0,4.324299243685902,1.4673097874926895
1449,COL6A2,COL6A2,ENSG00000142173,1.0,7.718508293825476,1.4665090580473739
1450,TBX1,TBX1,ENSG00000184058,0.9916666666666667,2.169961853697194,1.466282733328359
1451,MGP,MGP,ENSG00000111341,1.0,6.92888694752739,1.465971761268302
1452,FSTL3,FSTL3,ENSG00000070404,1.0,5.244850428282598,1.4657477933555467
1453,TMEM37,TMEM37,ENSG00000171227,1.0,4.485075031477793,1.465368571695385
1454,SORBS2,SORBS2,ENSG00000154556,1.0,2.770431295929161,1.4645877379435472
1455,FAM20A,FAM20A,ENSG00000108950,1.0,4.661193081746671,1.4644714898833455
1456,EPHA4,EPHA4,ENSG00000116106,1.0,3.305335748692869,1.4635809703472862
1457,UBE2T,UBE2T,ENSG00000077152,1.0,4.7891795941416895,1.4635403610536286
1458,EFHC2,EFHC2,ENSG00000183690,0.9916666666666667,1.9115288213493065,1.4627643775441177
1459,C4A,C4A,ENSG00000244731,0.9888888888888889,2.8750684910972133,1.4619368198881486
1460,AGRP,AGRP,ENSG00000159723,0.9777777777777777,1.6342933544957987,1.4618594103847051
1461,H1-4,H1-4,ENSG00000168298,0.9388888888888889,1.3619766402002496,1.4615069718526443
1462,PLEK2,PLEK2,ENSG00000100558,1.0,4.8601442796402035,1.4612245240376647
1463,ADAMTS4,ADAMTS4,ENSG00000158859,0.9972222222222222,2.585976217862182,1.4606417259014999
1464,HNF4G,HNF4G,ENSG00000164749,0.975,2.2574763754995875,1.4590358955213787
1465,CCDC114,CCDC114,ENSG00000105479,0.9833333333333333,1.7741144155972448,1.4586427337192664
1466,CITED4,CITED4,ENSG00000179862,1.0,3.7241049441334964,1.4577708510891687
1467,EPHX4,EPHX4,ENSG00000172031,1.0,2.249164670486599,1.4572888469453167
1468,FOXC1,FOXC1,ENSG00000054598,1.0,3.0504715483396025,1.456305048736056
1469,TLR2,TLR2,ENSG00000137462,1.0,4.449391090310209,1.4555698477490782
1470,CPVL,CPVL,ENSG00000106066,1.0,4.745307865260513,1.4550769289790273
1471,SRPX,SRPX,ENSG00000101955,1.0,3.531330431820247,1.4539232181052846
1472,RSPO3,RSPO3,ENSG00000146374,0.9777777777777777,1.4702054213468683,1.4534082174100764
1473,PER1,PER1,ENSG00000179094,1.0,5.344258225585294,1.4529933656606044
1474,RASSF9,RASSF9,ENSG00000198774,1.0,2.3730697170480357,1.4527900974408088
1475,NPTXR,NPTXR,ENSG00000221890,1.0,2.5220512126658576,1.45130565829704
1476,JPH1,JPH1,ENSG00000104369,0.9972222222222222,2.9112053683718315,1.451139165877972
1477,TFAP2A,TFAP2A,ENSG00000137203,0.9777777777777777,2.0822609130863032,1.4502803637020942
1478,DRAM1,DRAM1,ENSG00000136048,1.0,6.3560537477770005,1.4489249739260046
1479,FFAR2,FFAR2,ENSG00000126262,0.975,1.5317096472765923,1.4466760384895212
1480,AUTS2,AUTS2,ENSG00000158321,1.0,2.929093052602324,1.446180379041914
1481,ENTPD2,ENTPD2,ENSG00000054179,0.9861111111111112,2.0901274796677423,1.4454231034520442
1482,RCOR2,RCOR2,ENSG00000167771,0.9972222222222222,2.0631847746429566,1.445385469933491
1483,WNT4,WNT4,ENSG00000162552,0.9944444444444445,2.040685364495859,1.4452092392246856
1484,CLEC10A,CLEC10A,ENSG00000132514,1.0,3.2623376396064674,1.444979815506298
1485,MPZL2,MPZL2,ENSG00000149573,1.0,6.654266065771388,1.4448908770412505
1486,SEC14L4,SEC14L4,ENSG00000133488,0.975,2.045356032504147,1.4426742945527582
1487,HMGA1,HMGA1,ENSG00000137309,1.0,8.089078820576084,1.4408572554189822
1488,SEMA5A,SEMA5A,ENSG00000112902,1.0,2.5179024478936554,1.4406640682900653
1489,UNC13D,UNC13D,ENSG00000092929,1.0,4.603087343889884,1.4399849159097429
1490,SHC2,SHC2,ENSG00000129946,1.0,3.8648371475137555,1.4392377640697103
1491,SLC2A3,SLC2A3,ENSG00000059804,1.0,4.667155865177305,1.4392347407677064
1492,HS3ST1,HS3ST1,ENSG00000002587,1.0,3.0933582463372717,1.4389497531102067
1493,HOXB3,HOXB3,ENSG00000120093,1.0,2.378150133678254,1.438481135123648
1494,COL8A1,COL8A1,ENSG00000144810,1.0,5.291803495143678,1.436908327108378
1495,HSPG2,HSPG2,ENSG00000142798,1.0,5.523274565115933,1.43574871395421
1496,VASN,VASN,ENSG00000168140,1.0,5.318038561318162,1.4335044036913556
1497,CYP1B1,CYP1B1,ENSG00000138061,1.0,4.829364943179201,1.4334498291633753
1498,KCNA3,KCNA3,ENSG00000177272,0.9972222222222222,2.3956389931255417,1.4332557804812205
1499,PRSS8,PRSS8,ENSG00000052344,1.0,7.348645546150744,1.4324991290806368
1500,POU5F1,POU5F1,ENSG00000204531,0.9888888888888889,1.6570193021894366,1.4324832526282192
1501,HSPA6,HSPA6,ENSG00000173110,1.0,3.621307814433469,1.43198252084399
1502,KLB,KLB,ENSG00000134962,0.8944444444444445,1.062327383368506,1.431173915081638
1503,RAB15,RAB15,ENSG00000139998,1.0,4.93702773582135,1.4298732089945256
1504,RSPO4,RSPO4,ENSG00000101282,0.9444444444444444,1.6135691922669546,1.4298179532846043
1505,ITGAM,ITGAM,ENSG00000169896,1.0,3.9612396605626015,1.4296583059618433
1506,CHST4,CHST4,ENSG00000140835,0.9138888888888889,1.2615663549316984,1.4287285182620941
1507,PDZD2,PDZD2,ENSG00000133401,1.0,2.3715101620426227,1.4285726888610857
1508,ATP2A3,ATP2A3,ENSG00000074370,1.0,5.001978693771893,1.428119494338587
1509,ADAM28,ADAM28,ENSG00000042980,1.0,3.2988890658389063,1.4277465590270644
1510,SHH,SHH,ENSG00000164690,0.9444444444444444,2.1393258886530915,1.4275196349507964
1511,CDT1,CDT1,ENSG00000167513,1.0,3.9265711173900386,1.4264867240213754
1512,HOXB6,HOXB6,ENSG00000108511,0.9916666666666667,1.789933278598907,1.425956513787097
1513,TTK,TTK,ENSG00000112742,1.0,2.611947171943958,1.425760804511519
1514,PADI2,PADI2,ENSG00000117115,1.0,2.734599361054508,1.4257279278593826
1515,PYCR1,PYCR1,ENSG00000183010,1.0,6.1912657877916315,1.424781982848637
1516,TYROBP,TYROBP,ENSG00000011600,1.0,7.806016665387769,1.4244040372667108
1517,COL6A1,COL6A1,ENSG00000142156,1.0,7.226159292547238,1.4242177798816484
1518,GNG11,GNG11,ENSG00000127920,1.0,4.892892501943226,1.4241198386968377
1519,CXCL12,CXCL12,ENSG00000107562,1.0,4.086078779295056,1.4234086642262198
1520,NCAPG,NCAPG,ENSG00000109805,1.0,2.7885413265587884,1.4233236994285063
1521,ME1,ME1,ENSG00000065833,1.0,4.791944544595224,1.4230787901326856
1522,GGH,GGH,ENSG00000137563,1.0,2.7207180819279757,1.4227492526254735
1523,TBX4,TBX4,ENSG00000121075,0.9944444444444445,2.8974639143548306,1.4225099422638683
1524,MMP2,MMP2,ENSG00000087245,1.0,7.433527420384064,1.4224166076419857
1525,NPC2,NPC2,ENSG00000119655,1.0,8.622059493619458,1.4223391575091593
1526,OAS1,OAS1,ENSG00000089127,1.0,5.299697735253134,1.4213669454771323
1527,KRTCAP3,KRTCAP3,ENSG00000157992,1.0,6.462747588334518,1.420161618824347
1528,RND3,RND3,ENSG00000115963,1.0,4.707156384935597,1.4173053452910471
1529,HPDL,HPDL,ENSG00000186603,1.0,1.6600322252948094,1.416802415674151
1530,CRYBG1,CRYBG1,ENSG00000112297,1.0,3.9103100696833484,1.416533933458803
1531,GLB1L2,GLB1L2,ENSG00000149328,0.9944444444444445,3.901437366182892,1.4161897674346144
1532,CD38,CD38,ENSG00000004468,1.0,3.2162898527112884,1.4156745899585237
1533,ADAMTSL4,ADAMTSL4,ENSG00000143382,1.0,3.2390905205885754,1.415390783526209
1534,ULBP2,ULBP2,ENSG00000131015,1.0,2.3286313892696526,1.4149482623773466
1535,FBP1,FBP1,ENSG00000165140,1.0,6.3703271567169395,1.414894050124675
1536,ERO1B,ERO1B,ENSG00000086619,1.0,3.424224130100531,1.4143674613142898
1537,DCN,DCN,ENSG00000011465,1.0,6.321516895905029,1.4142817204346276
1538,CNN1,CNN1,ENSG00000130176,1.0,3.6816204160026142,1.4142117635990512
1539,NRN1,NRN1,ENSG00000124785,1.0,3.209807272736223,1.4131205517538992
1540,LTBP2,LTBP2,ENSG00000119681,1.0,6.089646711353104,1.4123349514209567
1541,ETV1,ETV1,ENSG00000006468,1.0,3.5666128364033347,1.4116230109915564
1542,OLFML3,OLFML3,ENSG00000116774,1.0,5.361107993428433,1.4108467718199746
1543,REC8,REC8,ENSG00000100918,1.0,3.4285540601801263,1.4103526698477975
1544,MYOZ1,MYOZ1,ENSG00000177791,0.9916666666666667,2.1631865166184285,1.4096207909080158
1545,INAVA,INAVA,ENSG00000163362,1.0,4.4586451736033945,1.4086915770532975
1546,DIO1,DIO1,ENSG00000211452,0.9416666666666667,1.1615391352964406,1.4085806543326742
1547,AURKA,AURKA,ENSG00000087586,1.0,4.247907520511215,1.4082501049664071
1548,GATM,GATM,ENSG00000171766,1.0,2.6417610508432445,1.4077351212726459
1549,PDE4D,PDE4D,ENSG00000113448,1.0,3.260182697611667,1.4076525813475809
1550,TMEM92,TMEM92,ENSG00000167105,1.0,4.214286279994753,1.4075257112466877
1551,HK2,HK2,ENSG00000159399,1.0,5.12810672537471,1.4074428770681073
1552,EFNB3,EFNB3,ENSG00000108947,1.0,2.240756807414118,1.4074395386730048
1553,SOX15,SOX15,ENSG00000129194,1.0,2.0366436595469204,1.4074362496108064
1554,FCRLA,FCRLA,ENSG00000132185,0.9833333333333333,1.8961229001943916,1.4066971491456737
1555,LILRB4,LILRB4,ENSG00000186818,1.0,3.733271168475861,1.4064104356569294
1556,TMPRSS13,TMPRSS13,ENSG00000137747,0.9972222222222222,3.9900946393213026,1.406132002735381
1557,LAD1,LAD1,ENSG00000159166,1.0,6.283704047552796,1.4055595178085285
1558,PKDCC,PKDCC,ENSG00000162878,1.0,3.2322491270551255,1.405357954573221
1559,LAIR2,LAIR2,ENSG00000167618,0.9583333333333334,1.4347302391522954,1.4049634614489017
1560,FKBP5,FKBP5,ENSG00000096060,1.0,4.7429845642464965,1.404747191957084
1561,STX1A,STX1A,ENSG00000106089,1.0,3.4179881549722926,1.404131258703694
1562,PGLYRP4,PGLYRP4,ENSG00000163218,0.875,1.4828839618614096,1.40363887274389
1563,ITIH5,ITIH5,ENSG00000123243,1.0,2.0807701492606423,1.402546029151566
1564,EGF,EGF,ENSG00000138798,0.9833333333333333,2.000424660021322,1.4015272832971464
1565,MFAP2,MFAP2,ENSG00000117122,1.0,4.219357556895061,1.4002361113558932
1566,H4C5,H4C5,ENSG00000276966,0.8583333333333333,1.094889084299243,1.400222997875632
1567,PIP5K1B,PIP5K1B,ENSG00000107242,1.0,2.3238930212684514,1.3993356524579181
