feature_rank,gene_name_norm,gene_name,gene_id,train_prevalence,mean_log2_tpm_train,variance_log2_tpm_train
455,LAMA3,LAMA3,ENSG00000053747,0.9972222222222222,3.6885219160133027,2.56222045793511
456,SFRP4,SFRP4,ENSG00000106483,1.0,5.26227122608565,2.560734520340094
457,CTHRC1,CTHRC1,ENSG00000164932,1.0,6.374164388225626,2.5571140725775643
458,PRSS3,PRSS3,ENSG00000010438,0.8777777777777778,1.415599378955121,2.5517736694681203
459,STEAP4,STEAP4,ENSG00000127954,1.0,4.758095100067135,2.551087205929865
460,PLA2G2D,PLA2G2D,ENSG00000117215,0.9888888888888889,2.8352086051961853,2.544043490860343
461,CD177,CD177,ENSG00000204936,0.9361111111111111,1.4870020248558828,2.5439190796209235
462,CLU,CLU,ENSG00000120885,1.0,7.00461355161952,2.5425630353324307
463,TCIM,TCIM,ENSG00000176907,1.0,8.43492027826008,2.540967140522594
464,CIBAR2,CIBAR2,ENSG00000153789,0.9666666666666667,2.0385255867538046,2.531762752558677
465,FZD10,FZD10,ENSG00000111432,0.9722222222222222,1.449198433036195,2.530520047053673
466,LAMC2,LAMC2,ENSG00000058085,1.0,6.386645001321648,2.5262708094791364
467,CH25H,CH25H,ENSG00000138135,1.0,3.8925114603406836,2.5235912064830863
468,CEMIP,CEMIP,ENSG00000103888,1.0,3.946240013802078,2.52199787267481
469,STEAP1,STEAP1,ENSG00000164647,1.0,4.87210951766801,2.5204549775042877
470,SCG2,SCG2,ENSG00000171951,1.0,2.003502829181705,2.5200048709294456
471,CXCL2,CXCL2,ENSG00000081041,1.0,5.753302499281914,2.513881854534646
472,B3GNT7,B3GNT7,ENSG00000156966,1.0,5.665398590307718,2.511257537890841
473,ITGB4,ITGB4,ENSG00000132470,1.0,6.23364384942558,2.5109978163121047
474,SMIM24,SMIM24,ENSG00000095932,0.9,1.5234695498935567,2.5095841925351974
475,CCL21,CCL21,ENSG00000137077,1.0,6.608233845672999,2.507840626169796
476,GRP,GRP,ENSG00000134443,0.925,2.0823244533959646,2.50772663431811
477,CREB3L1,CREB3L1,ENSG00000157613,1.0,5.718471890762628,2.505704657092752
478,BARX2,BARX2,ENSG00000043039,0.9833333333333333,2.6612359239229715,2.5013969580376494
479,CST2,CST2,ENSG00000170369,0.9833333333333333,2.787481760525911,2.495310850105891
480,FAM3D,FAM3D,ENSG00000198643,0.9555555555555556,1.810941639178607,2.491049580504419
481,EFHD1,EFHD1,ENSG00000115468,1.0,3.3057026784470174,2.486348708919485
482,RND1,RND1,ENSG00000172602,1.0,4.195445103028116,2.485444773603865
483,SDR16C5,SDR16C5,ENSG00000170786,1.0,5.346119066304151,2.482885834115218
484,EGLN3,EGLN3,ENSG00000129521,1.0,3.979519875113166,2.4818430816853922
485,MS4A1,MS4A1,ENSG00000156738,0.9777777777777777,2.4770334725325314,2.4801521040734085
486,GCLC,GCLC,ENSG00000001084,1.0,4.270981000970499,2.4757870761950067
487,SLC46A2,SLC46A2,ENSG00000119457,0.9722222222222222,2.1684887658492684,2.4739504382077464
488,TSPAN11,TSPAN11,ENSG00000110900,1.0,2.8446538965111263,2.4714852088812016
489,NPNT,NPNT,ENSG00000168743,1.0,4.827380830924654,2.4699518945703947
490,ITLN1,ITLN1,ENSG00000179914,0.8833333333333333,1.3156127462962375,2.468396288751239
491,TMEM130,TMEM130,ENSG00000166448,0.9972222222222222,2.8205457639142746,2.468272546883064
492,ZNF486,ZNF486,ENSG00000256229,0.9972222222222222,3.2601000355012597,2.465319362555468
493,FSTL4,FSTL4,ENSG00000053108,0.9583333333333334,2.2167861785536864,2.4640257484621797
494,CYP4X1,CYP4X1,ENSG00000186377,1.0,3.6208278426483056,2.4639975073798652
495,DNER,DNER,ENSG00000187957,0.9388888888888889,1.9060718316322915,2.459299796371219
496,HPN,HPN,ENSG00000105707,1.0,5.1099116089221805,2.4557569010568363
497,SEMA3B,SEMA3B,ENSG00000012171,1.0,3.913384960181271,2.4554383221918434
498,ATP6V0A4,ATP6V0A4,ENSG00000105929,0.9472222222222222,2.093163009106375,2.4546864160452495
499,H2BC8,H2BC8,ENSG00000273802,0.9666666666666667,2.178731390710221,2.4524677227060305
500,ADRA2A,ADRA2A,ENSG00000150594,0.9916666666666667,2.847338975295035,2.448325496641757
501,SOX21,SOX21,ENSG00000125285,0.85,1.7218433527981825,2.446539784996061
502,S100A14,S100A14,ENSG00000189334,1.0,8.267209288575279,2.4451030581702597
503,PLAC8,PLAC8,ENSG00000145287,1.0,3.4079036432556253,2.4434597702249223
504,FUT6,FUT6,ENSG00000156413,0.9083333333333333,1.8940200385548864,2.442725170398756
505,TEKT2,TEKT2,ENSG00000092850,0.9777777777777777,2.1765896053980254,2.44035137174349
506,FMO5,FMO5,ENSG00000131781,1.0,4.4389842563072435,2.4392098938701956
507,SLC16A4,SLC16A4,ENSG00000168679,1.0,4.4236049627231555,2.437722691970242
508,NR4A1,NR4A1,ENSG00000123358,1.0,4.965251929788922,2.437554830791205
509,CABYR,CABYR,ENSG00000154040,0.9916666666666667,2.150751895691297,2.4374765407539227
510,PTPN13,PTPN13,ENSG00000163629,1.0,4.067936101682575,2.435063497351527
511,UGT8,UGT8,ENSG00000174607,0.9916666666666667,2.9525426596759408,2.4328987957574024
512,ERAP2,ERAP2,ENSG00000164308,1.0,4.056582140648938,2.432023173493672
